Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Days_Since_Release,Stream_Velocity,is_breakout,Release_Month,Virality_Ratio,Breakout_Probability
Daddy Issues,Wiped Out!,The Neighbourhood,2015-10-30,USSM11506747,"2,627",27.5,1435372572.0,239555.0,84147867.0,80.0,450121249.0,"5,511,534",252108.0,196480803,1122697302.0,"8,013,039",47.0,81.0,24.0,"84,882",3.0,"32,313,966","41,491",3422693.0,0,3730,384818.3839142091,0,10,0.7821643823481361,0.29771135318929437
Cha Cha Cha,Cha Cha Cha,K,2023-01-17,FIWMA2200519,"2,624",27.5,143311775.0,42463.0,3803730.0,66.0,85239745.0,"891,585",78568.0,18889271,304146444.0,"11,041,200",29.0,8321.0,6.0,"58,900",7.0,"20,792","1,989",281032.0,0,1094,130997.96617915903,0,1,2.12227112446084,0.0
Raining In Manila,Raining In Manila,Lola Amour,2023-06-14,PHW012300171,"2,633",27.5,136169854.0,11506.0,4813121.0,63.0,117339013.0,"473,732",279014.0,57862276,567845644.0,"46,522,818",4.0,1084.0,,,,0,0,28884.0,0,946,143942.76321353065,0,6,4.170127404483173,0.0
Diab,Diabï¿½ï¿½,Cris Mj,2023-11-08,QMFME2394856,"2,628",27.5,83966111.0,12847.0,42315256.0,73.0,51878795.0,"239,672",0.0,2323,21053.0,"146,683,266",8.0,10.0,8.0,"1,878,242",8.0,"4,824",30,313530.0,1,799,105089.0,0,11,0.0002507321048758337,0.01
HE KNOWS (feat. Lil Nas X),HE KNOWS (feat. Lil Nas X),Camila Cabello,2024-05-10,USUG12402116,"2,632",27.5,14234598.0,1591.0,38201815.0,67.0,6333352.0,"231,932",0.0,0,0.0,"134,773,880",31.0,6010.0,44.0,"4,764,407",66.0,"250,375",112,35203.0,1,615,23145.68780487805,0,5,0.0,0.0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,2017-06-16,GBARL1700772,"2,626",27.5,1120187276.0,153725.0,45935052.0,70.0,80920611.0,"707,090",1758196.0,369847461,2745676769.0,"402,464",236.0,32897.0,148.0,"1,143,603",36.0,"80,533,361","75,735",13710879.0,1,3135,357316.5154704944,1,6,2.4510872649377538,0.947012395572709
Everybody make some Tik Tok,Everybody make some some Tik Tok,Bounce O,2019-05-22,ITV951900027,"2,621",27.5,532262.0,481.0,35220.0,13.0,148269610.0,,8288070.0,108201976,2218181933.0,,0.0,15.0,,,,0,0,11057.0,0,2430,219.0378600823045,1,5,4167.4546849959515,0.9783507227696926
Another Love (Tisto Re,Another Love (Tiï¿½ï¿½sto Re,Tom Odell,2022-05-13,GBARL2201039,"2,620",27.5,141141890.0,32658.0,32977028.0,67.0,26048435.0,"224,730",1662320.0,900971288,8556410580.0,,20.0,37145.0,23.0,"557,055",,"172,209",366,770960.0,0,1343,105094.48250186152,1,5,60.622757137354775,0.9703830702206528
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",His & Hers,Internet Money,2021-05-13,QZJ842000873,"2,631",27.5,224820131.0,81921.0,11821621.0,67.0,49154791.0,"830,423",1713669.0,151684690,1272691476.0,"19,446,900",66.0,294.0,11.0,"40,645",,"4,052,813","5,397",993226.0,1,1708,131627.71135831383,1,5,5.660931984507508,0.9947878419236558
Tu Aake Dekhle,The Carnival,King,2020-09-21,FRX762050882,"2,629",27.5,410639967.0,33664.0,5963459.0,69.0,619113386.0,"7,584,160",132004.0,4491970,61728216.0,,9.0,508.0,1.0,"1,097",6.0,"1,824",0,475672.0,0,1942,211452.0942327497,0,9,0.15032198716711376,0.0
Red Leather,WE STILL DON'T TRUST YOU,Future,2024-04-12,USSM12403108,"2,630",27.5,22715763.0,6606.0,6526571.0,67.0,3791463.0,"74,013",0.0,0,0.0,"381,728",4.0,111.0,9.0,"1,201,097",14.0,"305,314",512,155058.0,1,643,35327.78071539658,0,4,0.0,0.0
Viva La Vida,Meu Pai ï¿½ï¿½ do ,Coldplay,2005-09-21,GBAYE0800265,"2,619",27.5,2102223775.0,335772.0,128128093.0,80.0,1412127488.0,"8,707,376",1619542.0,244469571,2264301241.0,"1,233,854,544",93.0,258525.0,174.0,"4,371,982",94.0,0,0,54637.0,0,7421,283280.39010914974,0,9,1.077098102899584,0.03760241367949278
Nice to Meet You,Nice to Meet You,Imagine Dragons,2024-05-24,USUM72404007,"2,623",27.5,15062636.0,1446.0,39911356.0,75.0,4507011.0,"112,133",1034.0,570876,6372350.0,"112,054,624",40.0,258.0,29.0,"894,139",29.0,"1,020,471",224,27497.0,0,601,25062.622296173045,0,5,0.42305673302755686,0.0
Verte Ir,Verte Ir,DJ Luian,2019-03-28,QZ7B81700011,"2,622",27.5,550967367.0,65928.0,18945081.0,64.0,728468384.0,"3,473,098",11200.0,1930550,20847094.0,"137,102,567",35.0,3884.0,7.0,"293,349",12.0,"73,700,065","8,531",1353531.0,0,2485,221717.25030181083,0,3,0.03783725717854129,0.0
Pink + White,Blonde,Frank Ocean,2016-08-20,QZ5C81600003,"2,642",27.4,1299650856.0,228950.0,71708447.0,83.0,158016588.0,"1,286,636",130802.0,68303456,442090971.0,"455,453",163.0,6091.0,46.0,"1,275,701",41.0,"24,819,579","19,292",2187716.0,0,3435,378355.4165938865,0,8,0.34016133534546655,0.0027941176470588237
Mother,Takin' It Back (Deluxe),Meghan Trainor,2023-03-04,USSM12300425,"2,640",27.4,79738242.0,12390.0,2274976.0,57.0,51124809.0,"845,191",702284.0,224708419,2678819017.0,"431,870,420",15.0,54053.0,4.0,"7,837",7.0,"8,318,506","13,444",538792.0,1,1048,76086.10877862596,1,3,33.595159815598144,0.9888933054677704
Flashback (feat. Gazo),Flashback,Fav,2023-09-15,DGA082396900,"2,654",27.4,88014813.0,16418.0,4788967.0,66.0,53097639.0,"393,538",99500.0,3276455,26517142.0,"118,125,080",10.0,6432.0,15.0,"5,475,765",12.0,13,0,541305.0,1,853,103182.66471277842,0,9,0.3012804412675348,0.0
Space Song,Depression Cherry,Beach House,2015-08-21,USSUB1512203,"2,646",27.4,1099069598.0,261122.0,71073470.0,73.0,127534602.0,"1,660,824",496525.0,338753643,2588157478.0,"3,593,056",88.0,4491.0,14.0,"264,505",38.0,"24,447,183","25,737",7887047.0,0,3800,289228.8415789474,1,8,2.3548622219692565,0.6376748620352511
OKAY,OKAY (Versions),JT,2024-04-24,USUG12400080,"2,641",27.4,16446111.0,1966.0,36576049.0,65.0,5578963.0,"138,920",0.0,0,0.0,,33.0,370.0,5.0,"86,874",42.0,"1,687,958","1,032",178540.0,1,631,26063.56735340729,0,4,0.0,0.0
Rude,Rude,MAGIC!,2013-07-23,TCABP1349192,"2,650",27.4,239850720.0,1472.0,287308.0,67.0,2541095833.0,"12,472,238",0.0,0,0.0,"1,743,156,344",0.0,0.0,,,,0,0,854584.0,0,4559,160831.7682875264,0,7,0.0,0.0
Chill Bill,The RCA-List (Vol. 2),Rob $tone,2016-01-01,USRC11601124,"2,649",27.4,843861768.0,155472.0,20340958.0,70.0,278120145.0,"2,625,552",18775.0,2669418,16756000.0,"1,075,983",30.0,600.0,18.0,"99,006",,"346,203,131","441,719",4409923.0,1,3667,230123.19825470413,0,1,0.019856332654880588,0.0
My Way,My Way,Calvin Harris,2016-09-16,GBARL1601358,"2,636",27.4,1014534913.0,132592.0,41964503.0,73.0,615907345.0,"3,461,084",453551.0,10268320,56011096.0,"171,305,180",146.0,51151.0,99.0,"607,512",10.0,"111,067,662","33,355",8339785.0,0,3408,297692.16930751177,0,9,0.05520864312019133,0.0
Big City Life,Big City Life,Luude,2022-06-16,AUDCB1702119,"2,653",27.4,181323700.0,71547.0,13471679.0,65.0,17510125.0,"116,193",37362.0,12550708,160730392.0,"16,109,408",23.0,16173.0,4.0,"4,860",2.0,3,0,780420.0,0,1309,138520.77922077922,0,6,0.8864279248304114,4.1666666666666665e-05
Luch La,Luchï¿½ï¿½ La Ley - Si,BoomBoxRepairKit,2022-05-20,QZHN62294886,"2,645",27.4,239850720.0,0.0,0.0,67.0,511029390.0,"1,611,310",0.0,0,0.0,,0.0,1.0,,,,0,0,10.0,0,1336,160831.7682875264,0,5,0.0,0.0
Wife,Wife,(G)I-DLE,2024-01-21,KRA392300032,"2,643",27.4,58909647.0,3850.0,12472972.0,67.0,65760732.0,"1,341,331",0.0,0,0.0,"1,405,713,659",3.0,288.0,1.0,"151,363",13.0,"130,093",122,82069.0,0,725,81254.68551724138,0,1,0.0,0.0
'Till I Collapse,The Eminem Show,Eminem,2002-05-26,USIR10211066,"2,651",27.4,1958809069.0,282888.0,74055843.0,79.0,1463549979.0,"10,918,289",41045.0,6151095,54356279.0,"324,314,535",83.0,1714.0,37.0,"924,049",29.0,"618,998,662","1,209,416",4812702.0,1,8635,226845.28882455124,0,5,0.0277496565808734,0.0014285714285714286
No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,2010-09-06,USWB11002103,"2,655",27.4,662257934.0,113043.0,31739594.0,71.0,464462597.0,"3,215,886",707886.0,215370319,1511650572.0,"22,268,968",58.0,4835.0,7.0,"3,709",11.0,"939,708,588","1,049,157",4225673.0,1,5610,118049.54260249554,1,9,2.2825707207268118,0.9788400884362524
Jumbotron Shit Poppin,Her Loss,Drake,2022-11-04,USUG12208610,"2,635",27.4,126296463.0,44782.0,4407877.0,62.0,37702345.0,"528,716",23780.0,8679451,70817893.0,"146,398,901",22.0,841.0,1.0,891,,"5,094,223","3,119",588261.0,1,1168,108130.53339041096,0,11,0.5607274404768767,4.1666666666666665e-05
La Nota,La Nota,Manuel Turizo,2020-10-08,QZDYA1800024,"2,648",27.4,560949285.0,80872.0,37192436.0,64.0,298415218.0,"1,583,803",267500.0,58834137,576560432.0,"35,850,480",124.0,22639.0,21.0,"1,781,933",49.0,"29,259,483","3,194",1440068.0,0,1925,291402.225974026,0,10,1.02782987052416,0.011994607843137255
Amor a Primera Vista,Amor a Primera Vista,Los ngeles Az,2019-06-14,MX1721901080,"2,644",27.4,346860422.0,29735.0,10707382.0,65.0,888138257.0,"2,432,863",18009.0,4833780,73588039.0,"29,426,957",32.0,7700.0,10.0,"72,268",16.0,"43,302,352","13,188",1446419.0,0,2407,144104.86996260905,0,6,0.2121546135576269,0.0
Solo,Solo,Myles Smith,2023-11-15,UKXN22382205,"2,647",27.4,95747052.0,18521.0,23770824.0,67.0,13990236.0,"198,993",1907.0,604177,9054387.0,"45,935,756",29.0,8090.0,44.0,"696,335",3.0,"176,881",306,313239.0,0,792,120892.74242424245,0,11,0.09456569906125466,0.0
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,2023-05-01,USA2P2310663,"2,639",27.4,223652808.0,18262.0,11833709.0,70.0,129099788.0,"2,078,161",85400.0,75312218,705088821.0,"266,676,222",29.0,2567.0,4.0,"24,189",38.0,"493,588",471,324686.0,0,990,225911.92727272728,1,5,3.1526043609852445,0.8959749512760432
,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,Bonnadol,2023-03-15,THSOH2301617,"2,652",27.4,478756.0,207.0,18460.0,21.0,5028021.0,"4,866",2000000.0,13777952,193347455.0,,0.0,0.0,,,,0,0,4666.0,0,1037,461.6740597878496,0,3,403.8530089377283,0.0
Elini Ver,Elini Ver,Amo988,2024-05-15,TRBUL2400025,"2,637",27.4,15352061.0,639.0,5601320.0,72.0,11854252.0,"76,636",0.0,0,0.0,,12.0,390.0,2.0,"1,581,911",,0,0,130733.0,0,610,25167.3131147541,0,5,0.0,0.0
Sex Music,Sex Music,Tank,2010-06-29,USAT21001199,"2,638",27.4,5283089.0,920.0,403273.0,30.0,7187358.0,"56,665",377.0,21957,482153.0,"738,617",2.0,99.0,,,,"20,524,623","3,482,168",90172.0,0,5679,930.2850854023596,0,6,0.09126344620288505,0.0
Porfa,Porfa,Feid,2019-12-13,USUM71924087,"2,661",27.3,396184710.0,62515.0,16214167.0,65.0,656159660.0,"2,808,401",712.0,216831,1796651.0,"45,547,242",43.0,8597.0,21.0,"126,240",17.0,"14,228,113","2,733",1168477.0,0,2225,178060.54382022473,0,12,0.004534882215583529,0.0
P power (feat. Drake),DRIP SEASON 4EVER,Gunna,2022-01-07,QMCE32200042,"2,671",27.3,307122295.0,91786.0,17784294.0,69.0,31666337.0,"395,808",142300.0,49947875,327835388.0,"42,553,980",19.0,3448.0,11.0,"64,551",3.0,"14,840,512","9,645",1132723.0,1,1469,209068.9550714772,0,1,1.067442488773267,0.002394607843137255
I Can See You (Taylors Version) (From The ,Speak Now (Taylor's Version),Taylor Swift,2023-07-07,USUG12302091,"2,673",27.3,247056218.0,19231.0,16723973.0,69.0,41065721.0,"1,260,603",139100.0,34732272,386594049.0,"756,308,958",30.0,21779.0,13.0,"387,578",43.0,"3,133,286","2,751",459379.0,0,923,267666.54171180935,0,7,1.56480193279409,0.0
Dernire d,Derniï¿½ï¿½re D,Indila,2013-11-13,FRUM71301049,"2,672",27.3,410783411.0,84509.0,10769145.0,72.0,1717040143.0,"17,082,350",309984.0,152093157,1251931456.0,"207,204,169",18.0,12131.0,35.0,"6,308,639",2.0,"4,540,897","13,830",10550609.0,0,4446,92393.92959964012,1,11,3.047667991033679,0.973382436162145
Prada (Valexus Remix),Prada (feat. Valexus) [Valexus Remix],cass,2023-09-08,GBCEN2300156,"2,667",27.3,47098121.0,16949.0,17937069.0,67.0,148269610.0,,0.0,0,0.0,,4.0,321.0,7.0,"3,429",5.0,"128,025",111,185116.0,1,860,54765.25697674419,0,9,0.0,0.0
"A ver, a ver - Ric Piccolo Edit","A ver, a ver (Ric Piccolo Edit)",Donald,2022-08-24,GBUQH2200069,"2,666",27.3,67852.0,531.0,98875.0,10.0,421207701.0,"529,059",0.0,0,0.0,,1.0,557.0,,,,0,0,854584.0,0,1240,54.71935483870968,0,8,0.0,0.0
Fight Song,Fight Song,Rachel Platten,2014-12-02,USSM11500753,"2,670",27.3,897794289.0,92326.0,47254001.0,69.0,101998780.0,"1,084,274",2209428.0,115034762,1021462418.0,"2,330",2.0,117518.0,20.0,"59,768",47.0,"470,921,326","687,787",854584.0,0,4062,221022.7200886263,1,12,1.1377466189944248,0.9823214182618222
Pepas,Pepas - Single,Farruko,2022-08-20,QZN882262975,"2,974",27.3,1490710634.0,11.0,1849.0,67.0,148269610.0,,0.0,0,0.0,,1.0,0.0,,,,0,0,854584.0,0,1244,1198320.4453376206,0,8,0.0,0.0
Satu Rasa Cinta,Satu Rasa Cinta - Single,Happy Asmara,2022-12-03,DGA082216479,"2,662",27.3,3451208.0,248.0,31310.0,37.0,10165956.0,"42,703",2410953.0,11483292,319066421.0,,0.0,12.0,,,,0,0,854584.0,0,1139,3030.033362598771,0,12,92.4506226658542,0.0
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019-07-11,GBAHS1900714,"2,665",27.3,765374782.0,69032.0,29531913.0,67.0,419150011.0,"3,838,603",77443.0,6020979,43199667.0,"171,357,012",109.0,136075.0,353.0,"748,613",32.0,"51,150,454","40,049",4294116.0,0,2380,321586.04285714286,0,7,0.056442501058987724,0.0
Losing It,Losing It,FISHER,2018-07-13,CA5KR1821202,"2,668",27.3,523954769.0,213614.0,31880596.0,67.0,96992359.0,"915,175",44648.0,32897654,313069043.0,"5,471,148",102.0,17311.0,43.0,"349,670",36.0,"8,197,498","19,923",8854107.0,0,2743,191015.2274881517,0,7,0.5975115810091776,0.001
MATHEMATICAL DISRESPECT,MATHEMATICAL DISRESPECT,Lil Mabu,2023-05-05,QZVEM2324634,"2,657",27.3,165642949.0,39238.0,3356524.0,62.0,13111498.0,"338,766",202400.0,91978574,709390008.0,"277,235,691",3.0,63.0,,,,"1,467,373","10,053",328655.0,1,986,167994.8772819473,1,5,4.282645340474798,0.9675287435336745
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,2018-12-21,USAT21812918,"2,660",27.3,815243082.0,140617.0,18381330.0,66.0,258514568.0,"1,970,363",111271.0,87072918,649866119.0,"8,004,499",43.0,3857.0,12.0,"8,457",12.0,"94,670,283","67,712",1328950.0,1,2582,315740.9302865996,1,12,0.7971439838637674,0.8826903033512253
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,2021-04-23,USRC12100749,"2,669",27.3,247462687.0,55580.0,12451213.0,61.0,76319678.0,"1,242,250",881035.0,270293066,1691904373.0,"33,255,959",26.0,937.0,5.0,"4,470",8.0,"3,787,909","12,036",3937642.0,1,1728,143207.57349537036,1,4,6.837007981583066,0.9955965261064783
Perfect Strangers,Perfect Strangers,Jonas Blue,2016-06-03,GBUM71602437,"2,664",27.3,1050246077.0,113716.0,28088689.0,69.0,917728451.0,"4,676,705",92540.0,8116828,62167288.0,"264,268,663",95.0,64388.0,45.0,"626,313",5.0,"22,195,250","14,777",9355617.0,0,3513,298959.8852832337,0,6,0.05919306846485553,0.0
Hey Brother,TRUE,Avicii,2013-01-01,CH3131340084,"2,663",27.3,1007623089.0,168666.0,43769189.0,72.0,936816983.0,"7,135,806",82215.0,16452743,160676196.0,"188,246,082",57.0,81281.0,51.0,"151,326",13.0,"183,199,524","305,146",10854307.0,0,4762,211596.6167576649,0,1,0.1594606133926526,0.0
Otra Noche,Otra Noche - Single,Los ngeles Az,2021-11-11,MX1722101437,"2,659",27.3,238849559.0,26517.0,11475144.0,64.0,401770615.0,"1,536,208",1275.0,1185903,16815994.0,"10,816,168",12.0,12312.0,13.0,"369,524",5.0,"3,690,918","2,072",885927.0,0,1526,156520.0255570118,0,11,0.07040412383426622,4.1666666666666665e-05
Yet To Come,Proof,BTS,2022-06-10,USA2P2226300,"2,656",27.3,344744597.0,16095.0,22964291.0,64.0,264915434.0,"15,060,408",359475.0,122010208,973086190.0,"559,165,676",28.0,25341.0,15.0,"304,852",8.0,"920,415",869,625565.0,0,1315,262163.19163498096,1,6,2.8226292613292814,0.9831308036369191
When I'm Gone,When Iï¿½ï¿½ï¿½m Gone (with Katy ,Alesso,2021-12-29,USUG12106230,"2,658",27.3,279996207.0,36648.0,30173875.0,64.0,42705657.0,"691,402",1943.0,977042,19367991.0,"1,087,314,726",71.0,251715.0,43.0,"750,115",44.0,"50,039,519","3,089",1785826.0,0,1478,189442.6299052774,0,12,0.06917233321959845,4.1666666666666665e-05
Girlfriend,The Second Wave (Deluxe),Ruger,2022-06-17,GBARL2201233,"2,691",27.2,56670689.0,18344.0,1864537.0,16.0,126849797.0,"654,337",1373186.0,19812568,344920965.0,"34,681,748",31.0,6751.0,2.0,"131,930",8.0,"529,966",444,2142023.0,1,1308,43326.21483180428,0,6,6.0864084238254375,0.0002542372881355932
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,2023-06-01,USAT22305791,"2,680",27.2,100094720.0,10333.0,11971076.0,62.0,114762460.0,"834,616",389200.0,34507211,686876114.0,"2,604,422",0.0,0.0,12.0,"233,950",,"8,878,410",902,854584.0,0,959,104374.05630865484,1,6,6.8622611376278275,0.6265315315315315
911,911,Fuerza Regida,2022-11-30,QZ9QQ2200130,"2,676",27.2,181695722.0,14262.0,7383896.0,68.0,188904937.0,"781,510",270390.0,104665493,1079156243.0,"65,064",8.0,1645.0,3.0,"32,011",1.0,"23,076,731","5,904",567312.0,0,1142,159103.08406304728,1,11,5.939359634788982,0.9965997669916823
Always,NEVER ENOUGH,Daniel Caesar,2023-04-07,USUG12209355,"2,688",27.2,281707091.0,40049.0,16537367.0,74.0,23447030.0,"216,253",119645.0,29519019,236748049.0,"38,135,485",13.0,9.0,3.0,"2,038",5.0,"444,186",872,494628.0,1,1014,277817.6439842209,0,4,0.8404050012344028,0.0
YKWIM?,Bipolar,Yot Club,2019-05-31,CAGOO1966522,"2,681",27.2,675984633.0,147651.0,25369800.0,75.0,118564792.0,"1,898,029",156693.0,168264666,882048158.0,182,8.0,10.0,3.0,"39,672",11.0,"6,567,978","7,872",1248383.0,0,2421,279217.1140024783,0,5,1.3048346273504199,0.3378812422041539
Damage,Damage,H.E.R.,2020-10-21,USRC11903897,"2,686",27.2,108241832.0,24791.0,8314569.0,53.0,206773555.0,"1,296,813",164089.0,11238095,122657966.0,"32,626,219",82.0,229820.0,24.0,"606,294",29.0,"183,123,789","60,457",1838870.0,0,1912,56611.836820083685,0,10,1.1331844869995873,4.1666666666666665e-05
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,2020-08-07,USLD91728036,"2,687",27.2,227802182.0,65190.0,11346495.0,61.0,69718488.0,"722,875",2019064.0,105311337,749906169.0,,14.0,82591.0,3.0,"4,527",9.0,"76,274,129","39,356",534826.0,1,1987,114646.29189733266,1,8,3.2919182736716794,0.9962586238691938
Bellyache,Bellyache,Billie Eilish,2017-02-24,USUM71615103,"2,679",27.2,965899534.0,101445.0,18858886.0,73.0,834705559.0,"10,523,313",50459.0,42091450,287094813.0,"84,532,929",76.0,2181.0,15.0,"208,011",32.0,"83,838,375","64,161",3988502.0,0,3247,297474.44841392053,0,2,0.29723051165978664,0.0
No Wahala,No Wahala,1da Banton,2021-07-02,QZHZ52129395,"2,685",27.2,154010050.0,66808.0,4409868.0,63.0,234249323.0,"1,315,242",417782.0,60004357,729439284.0,"35,766,547",38.0,8575.0,13.0,"538,366",,"8,880,471","1,657",2109482.0,0,1658,92889.05307599518,1,7,4.736309606182781,0.9460647863061515
Wait a Minute!,ARDIPITHECUS,WILLOW,2015-01-11,QMJMT1500801,"2,678",27.2,1081039358.0,220073.0,41752381.0,73.0,422709495.0,"5,234,949",1620541.0,275664623,2051079047.0,"70,203",65.0,14873.0,31.0,"308,544",17.0,"31,208,630","67,960",7344889.0,0,4022,268781.541024366,1,1,1.8973213416552395,0.6776809016393736
HONEY BEES,HONEY BEES - Single,Hachi,2023-02-06,TCJPU2362002,"2,675",27.2,423395.0,229.0,2853.0,29.0,316523235.0,"1,071,321",31700.0,2392537,14242780.0,"121,017",0.0,1.0,,,,0,0,314.0,0,1074,394.2225325884544,0,2,33.63938251660384,0.0
Gypsy,Gypsy,G.D. Kaur,2022-05-10,FR96X2229645,"2,682",27.2,58989412.0,4708.0,1055037.0,3.0,457435947.0,"2,665,092",475.0,34450,756707.0,,0.0,3.0,,,,0,0,116513.0,0,1346,43825.7147102526,0,5,0.012827844209943231,0.0
Ojos Marrones,Ojos Marrones,Lasso,2022-06-03,MXUM72200528,"2,690",27.2,370988405.0,33800.0,12228512.0,68.0,69184223.0,"532,555",856300.0,142179351,1614554007.0,"80,243",23.0,50826.0,9.0,"88,374",36.0,"332,657","2,595",1087892.0,0,1322,280626.63010590017,1,6,4.352033596974456,0.9873255794415318
WASTE,DISORDER,Kxllswxtch,2021-10-29,USUYG1393224,"2,684",27.2,272051636.0,64633.0,11550020.0,72.0,39751949.0,"818,015",298019.0,180786694,1314232560.0,,3.0,38.0,,,,"399,622","1,480",1447289.0,1,1539,176771.69330734244,1,10,4.830820260787477,0.9847134800546417
512,Primer Dia de Clases,Mora,2021-02-05,QM4TW2165662,"2,674",27.2,475820416.0,85784.0,28617350.0,70.0,270122797.0,"1,714,650",110300.0,53172890,369308687.0,"41,079,392",30.0,7754.0,8.0,"62,828",15.0,"3,189,429","2,491",698305.0,1,1805,263612.4188365651,0,2,0.7761514088202734,0.002394607843137255
MTG MALDIO ET,MTG MALDIï¿½ï¿½ï¿½ï¿½O ET,DJ GLK,2022-08-05,BXIV82279381,"2,689",27.2,239850720.0,6258.0,1213114.0,67.0,148269610.0,,2809514.0,97960938,1396251598.0,,0.0,0.0,,,,0,0,854584.0,1,1259,160831.7682875264,1,8,5.821335838302525,0.9893236323531722
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,2023-06-30,QM7282376030,"2,677",27.2,123627077.0,39465.0,44425341.0,71.0,148269610.0,,4200.0,1046261,19231842.0,,13.0,15034.0,30.0,"549,938",13.0,"15,420",191,420572.0,0,930,132932.34086021504,0,6,0.15556334672894234,0.0
Wake Up (feat. Chris Brown),Wake Up (feat. Chris Brown),Skylar Blatt,2024-04-26,USAR12300479,"2,683",27.2,8040021.0,1100.0,6340545.0,67.0,4152404.0,"115,149",0.0,0,0.0,"16,204,986",13.0,14072.0,2.0,623,11.0,"2,166,042",394,160973.0,1,629,12782.22734499205,0,4,0.0,0.0
Sguelo Bail,Odisea,Ozuna,2017-08-25,USXDR1700560,"2,705",27.1,544755640.0,58066.0,16986234.0,66.0,1070075376.0,"4,032,330",134206.0,24277629,174267433.0,"145,733,049",27.0,4826.0,12.0,"55,568",14.0,"102,769,166","16,556",2212531.0,0,3065,177734.30342577488,0,8,0.3199001898908285,0.0
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,2023-03-10,USRC12300209,"2,699",27.1,161172707.0,23604.0,23467570.0,66.0,52352229.0,"353,891",33264.0,7184433,140240096.0,"6,507,698",48.0,71615.0,45.0,"1,978,100",35.0,"12,462,344","1,009",1364052.0,0,1042,154676.30230326296,0,3,0.8701230980123508,0.0
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,2021-11-19,USWD12112911,"2,698",27.1,217919853.0,22687.0,11527473.0,63.0,351386257.0,"1,758,940",189071.0,135800782,1067404078.0,"117,035,357",19.0,714.0,1.0,"81,124",9.0,"45,064,909","42,262",143875.0,0,1518,143557.21541501975,1,11,4.8981497482097245,0.9665021206788641
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,2019-07-26,USUM71913434,"2,702",27.1,380367132.0,62939.0,11576619.0,64.0,663705750.0,"3,083,081",542284.0,65038406,495501340.0,"109,211,682",27.0,2027.0,8.0,"59,407",1.0,"1,082,805","1,980",1389750.0,0,2365,160831.7682875264,0,7,1.3026923122718912,0.005254237288135594
Flawlss (feat. Lil Uzi V,Lyfï¿,Yeat,2022-09-09,USUM72217061,"2,701",27.1,233573513.0,67981.0,8674549.0,69.0,39331190.0,"479,798",34666.0,20275957,122612542.0,"185,705,404",12.0,25.0,3.0,"126,922",4.0,"466,511","3,737",647093.0,1,1224,190828.03349673204,0,9,0.5249419760838123,4.1666666666666665e-05
Praise Jah in the Moonlight,Praise Jah in the Moonlight - Single,Uzii BigTalk,2023-12-25,TCAHS2392343,"2,694",27.1,239850720.0,121.0,660.0,67.0,148269610.0,,0.0,7381338,94798200.0,,0.0,42282.0,,,,0,0,3863739.0,1,752,160831.7682875264,0,12,0.3952383365985379,0.0
